Data for 1000x1000 matrix
id,width,height,value
482,4,2,9
483,9,6,7
484,7,7,5
485,7,1,6
486,1,10,7
487,4,9,8
488,4,9,1
489,4,7,1
490,8,10,3
491,1,9,7
492,4,8,4
493,10,2,9
494,8,10,5
495,3,2,5
496,8,2,4
497,2,5,8
498,2,1,8
499,5,1,5
500,1,5,2
501,2,5,4
502,4,10,10
503,1,6,2
504,5,9,7
505,8,2,1
506,2,8,10
507,10,9,7
508,7,2,7
509,9,3,2
510,4,8,8
511,3,3,6
512,9,7,10
513,2,4,5
514,5,8,2
515,10,3,6
516,4,3,3
517,10,2,8
518,10,5,5
519,3,5,9
520,4,9,5
521,9,5,6
522,1,8,2
523,1,10,4
524,1,8,3
525,7,7,2
526,6,1,5
527,6,8,5
528,10,2,8
529,6,6,7
530,4,1,4
531,4,7,1
532,9,8,9
533,2,8,3
534,10,7,2
535,1,1,3
536,2,3,5
537,1,2,10
538,4,3,10
539,10,3,4
540,9,5,10
541,2,7,1
542,5,8,1
543,9,5,7
544,3,3,7
545,9,7,8
546,7,1,5
547,1,8,9
548,5,6,1
549,2,10,1
550,9,5,5
551,5,7,1
552,6,8,2
553,6,7,4
554,3,10,4
555,1,3,3
556,6,7,3
557,6,9,5
558,6,3,1
559,9,9,10
560,1,3,5
561,8,5,7
562,8,9,9
563,8,10,6
564,6,5,10
565,5,2,1
566,6,6,3
567,7,10,1
568,8,3,10
569,3,6,6
570,7,1,4
571,1,8,1
572,9,5,10
573,6,9,1
574,4,3,4
575,4,9,7
576,9,6,8
577,6,5,1
578,4,3,5
579,2,3,5
580,1,4,3
581,8,1,6
582,8,6,7
583,1,2,2
584,2,6,9
585,1,3,1
586,5,1,8
587,7,5,7
588,8,1,8
589,7,10,6
590,8,5,5
591,6,10,8
592,10,4,10
593,10,9,4
594,3,8,6
595,5,3,5
596,5,10,10
597,2,7,9
598,9,4,1
599,1,4,8
600,6,7,6
601,1,3,1
602,3,10,6
603,3,10,6
604,9,2,7
605,5,5,7
606,3,5,10
607,2,4,9
608,3,4,2
609,3,6,7
610,2,3,6
611,8,7,8
612,1,2,2
613,10,10,8
614,10,4,7
615,7,2,1
616,8,2,8
617,3,8,4
618,8,6,5
619,9,10,5
620,3,10,5
621,8,9,6
622,8,8,7
623,5,10,2
624,5,2,4
625,9,9,1
626,1,3,5
627,7,5,10
628,7,1,5
629,2,3,9
630,9,9,1
631,1,4,6
632,5,3,3
633,8,3,3
634,2,1,7
635,7,4,7
636,1,3,7
637,5,6,8
638,7,7,3
639,3,7,6
640,3,7,1
641,4,4,8
642,1,8,1
643,8,4,9
644,6,1,5
645,7,8,3
646,2,4,1
647,5,4,5
648,10,7,6
649,7,1,5
650,2,2,2
651,8,3,9
652,9,3,7
653,4,2,8
654,9,1,10
655,8,8,9
656,1,2,4
657,6,8,10
658,9,6,7
659,6,10,5
660,1,6,1
661,8,9,1
662,9,2,3
663,9,4,2
664,2,10,3
665,6,2,7
666,4,1,7
667,2,7,1
668,3,2,8
669,8,1,10
670,9,1,4
671,8,10,6
672,7,3,10
673,3,10,10
674,2,4,5
675,5,6,7
676,4,9,1
677,3,4,1
678,9,5,6
679,7,8,8
680,5,5,3
681,8,10,2
682,9,3,5
683,3,8,3
684,8,8,5
685,7,2,1
686,1,8,1
687,2,9,6
688,9,5,6
689,7,7,4
690,7,2,6
691,8,9,2
692,4,4,8
693,4,7,8
694,6,9,10
695,1,1,8
696,6,3,10
697,3,3,2
698,5,9,2
699,5,6,1
700,10,6,5
701,1,7,7
702,4,10,5
703,6,3,9
704,3,5,9
705,5,2,5
706,2,5,7
707,7,4,9
708,5,1,9
709,1,1,7
710,8,1,2
711,3,7,5
712,1,3,8
713,8,7,1
714,7,8,6
715,3,5,4
716,8,2,7
717,4,8,2
718,1,2,3
719,6,7,9
720,6,4,5
721,9,8,8
722,9,9,2
723,3,5,4
724,1,5,5
725,8,7,6
726,2,2,1
727,10,4,7
728,1,2,5
729,1,8,2
730,8,2,5
731,9,9,2
732,2,5,1
733,8,3,10
734,2,6,1
735,5,1,1
736,3,5,1
737,3,3,1
738,8,10,8
739,4,6,7
740,2,3,9
741,1,1,10
742,7,3,2
743,5,2,7
744,2,1,2
745,10,9,9
746,8,5,2
747,7,2,10
748,6,3,10
749,4,5,3
750,5,9,5
751,7,9,5
752,6,10,8
753,1,9,5
754,10,5,9
755,5,7,2
756,6,7,2
757,6,10,10
758,1,8,9
759,8,8,7
760,5,4,8
761,8,1,8
762,8,7,9
763,2,3,10
764,1,9,5
765,8,2,2
766,1,7,1
767,5,8,4
768,1,7,2
769,9,5,9
770,8,9,3
771,7,3,1
772,4,2,9
773,9,9,6
774,1,8,3
775,2,9,4
776,5,10,4
777,3,10,4
778,6,8,7
779,8,3,1
780,9,3,2
781,3,2,4
782,10,4,10
783,5,3,1
784,7,3,3
785,4,1,6
786,6,10,7
787,7,8,3
788,9,9,5
789,2,5,10
790,5,10,5
791,4,6,5
792,8,4,5
793,10,6,6
794,3,8,7
795,5,8,7
796,10,6,2
797,8,8,7
798,6,3,6
799,4,3,8
800,1,3,10
801,10,8,2
802,10,7,6
803,2,9,3
804,5,8,2
805,9,1,4
806,8,1,7
807,2,7,6
808,2,9,6
809,2,9,10
810,2,7,4
811,5,3,2
812,2,6,6
813,10,1,8
814,6,6,10
815,1,4,3
816,5,5,4
817,3,5,2
818,4,7,9
819,8,4,9
820,7,10,7
821,5,5,8
822,10,2,3
823,7,3,6
824,6,6,3
825,2,5,2
826,1,1,8
827,5,1,1
828,7,3,1
829,6,7,9
830,4,6,9
831,9,8,10
832,6,1,8
833,10,1,2
834,7,7,6
835,1,8,10
836,6,4,10
837,7,7,10
838,6,6,8
839,6,4,1
840,2,6,4
841,2,5,3
842,8,8,1
843,5,5,3
844,6,5,5
845,3,10,6
846,10,8,6
847,4,3,6
848,5,8,7
849,6,6,10
850,3,8,10
851,7,7,4
852,8,1,10
853,7,5,9
854,2,8,3
855,8,3,4
856,7,7,3
857,9,5,7
858,9,3,5
859,2,1,10
860,9,5,6
861,1,8,5
862,7,2,8
863,4,8,3
864,7,9,6
865,4,9,3
866,1,6,7
867,7,2,4
868,8,7,10
869,5,4,6
870,10,7,8
871,5,4,6
872,1,3,9
873,4,3,4
874,5,2,8
875,4,9,4
876,10,9,4
877,8,3,1
878,8,5,2
879,1,2,8
880,7,8,4
881,8,8,7
882,1,1,3
883,2,6,6
884,4,2,2
885,9,3,7
886,1,9,5
887,5,5,9
888,5,1,10
889,6,4,10
890,1,8,1
891,9,5,5
892,2,1,9
893,7,4,7
894,8,7,7
895,7,6,4
896,4,1,8
897,8,7,7
898,6,8,10
899,3,9,5
900,8,4,2
901,4,1,9
902,10,2,5
903,6,4,6
904,8,4,9
905,3,8,8
906,10,5,4
907,9,3,5
908,10,9,9
909,9,2,4
910,3,9,5
911,7,2,4
912,1,7,4
913,7,10,1
914,6,4,6
915,6,5,6
916,9,1,8
917,2,5,7
918,10,3,8
919,6,3,1
920,5,9,6
921,1,5,8
922,6,8,9
923,8,6,4
924,5,4,8
925,2,10,10
926,8,5,5
927,3,6,4
928,10,8,3
929,10,9,3
930,6,9,10
931,6,3,6
932,10,10,4
933,9,9,3
934,5,5,10
935,1,3,9
936,3,4,5
937,6,3,7
938,3,3,4
939,10,2,1
940,8,7,1
941,5,3,5
942,9,8,5
943,2,8,10
944,4,5,4
945,10,9,5
946,8,5,7
947,1,8,10
948,8,4,2
949,9,2,3
950,3,8,2
951,6,9,7
952,3,7,3
953,1,5,8
954,9,10,2
955,10,9,4
956,9,7,10
957,5,7,10
958,2,7,6
959,6,1,8
960,9,9,1
961,6,1,5
962,1,7,3
963,9,3,4
964,5,6,7
965,9,3,3
966,9,7,8
967,7,9,8
968,5,6,3
969,3,1,6
970,4,3,8
971,2,5,10
972,1,4,7
973,3,4,8
974,2,9,8
975,8,5,5
976,7,5,5
977,4,10,4
978,3,10,4
979,8,4,1
980,5,8,2
981,2,4,7
982,10,2,2
983,4,5,5
984,4,4,6
985,6,9,2
986,5,2,4
987,7,9,5
988,5,8,7
989,8,7,1
990,1,1,1
991,3,1,2
992,7,5,10
993,8,4,5
994,6,8,5
995,2,1,5
996,7,7,8
997,7,9,5
998,8,10,10
999,8,5,1
1000,6,10,6
1001,2,10,7
1002,3,1,2
1003,2,10,6
1004,5,9,8
1005,8,10,5
1006,7,10,5
1007,10,10,7
1008,7,7,7
1009,6,6,9
1010,6,1,5
1011,8,4,5
1012,2,5,10
1013,8,4,5
1014,8,3,10
1015,2,8,5
1016,8,5,8
1017,7,9,10
1018,4,7,2
1019,2,7,1
1020,3,10,9
1021,7,9,3
1022,9,6,4
1023,7,3,2
1024,8,1,4
1025,7,7,7
1026,1,8,2
1027,3,8,5
1028,3,8,10
1029,3,1,4
1030,10,2,6
1031,2,4,8
1032,6,2,6
1033,10,5,9
1034,2,3,4
1035,5,1,5
1036,4,6,3
1037,5,4,3
1038,7,7,3
1039,4,2,4
1040,10,3,6
1041,6,1,6
1042,10,6,7
1043,9,5,2
1044,5,6,10
1045,5,10,5
1046,6,9,4
1047,1,1,1
1048,6,9,5
1049,4,2,10
1050,2,8,7
1051,4,6,1
1052,2,4,8
1053,5,3,4
1054,9,10,10
1055,4,8,1
1056,6,6,7
1057,3,4,1
1058,10,2,5
1059,5,3,8
1060,6,6,1
1061,2,6,7
1062,9,3,4
1063,10,6,7
1064,8,3,3
1065,6,6,8
1066,4,10,3
1067,3,1,6
1068,4,6,7
1069,3,9,9
1070,6,4,6
1071,7,5,9
1072,9,5,9
1073,8,8,3
1074,3,6,3
1075,6,3,3
1076,5,3,6
1077,3,6,5
1078,4,4,2
1079,9,8,8
1080,5,7,4
1081,4,9,5
1082,7,1,3
1083,3,4,7
1084,2,9,4
1085,2,9,5
1086,7,8,7
1087,6,2,7
1088,10,7,10
1089,6,4,10
1090,8,2,2
1091,2,7,3
1092,3,4,9
1093,9,5,2
1094,4,1,7
1095,10,3,8
1096,2,3,2
1097,9,8,9
1098,3,1,7
1099,1,3,1
1100,3,2,10
1101,3,6,6
1102,3,6,4
1103,9,5,1
1104,5,7,4
1105,1,6,5
1106,8,8,8
1107,6,5,4
1108,9,3,10
1109,8,1,5
1110,3,1,9
1111,3,1,9
1112,1,3,10
1113,4,1,5
1114,9,10,6
1115,4,8,1
1116,8,10,5
1117,3,6,7
1118,6,2,9
1119,10,8,3
1120,5,7,1
1121,6,8,3
1122,4,7,5
1123,1,3,6
1124,8,2,5
1125,5,9,3
1126,7,1,2
1127,8,5,4
1128,3,2,5
1129,4,10,3
1130,7,2,10
1131,2,5,8
1132,9,9,5
1133,8,5,9
1134,7,10,3
1135,9,6,4
1136,5,3,2
1137,8,8,8
1138,5,10,1
1139,2,7,2
1140,3,2,3
1141,8,10,6
1142,4,4,2
1143,8,7,7
1144,9,4,5
1145,4,10,5
1146,5,2,8
1147,10,2,2
1148,5,8,7
1149,10,4,2
1150,9,9,10
1151,6,6,10
1152,7,10,10
1153,2,5,9
1154,1,6,5
1155,2,10,5
1156,2,9,10
1157,7,3,9
1158,3,4,2
1159,10,4,1
1160,10,2,2
1161,7,4,8
1162,3,3,3
1163,7,7,3
1164,6,6,5
1165,2,3,5
1166,5,9,10
1167,10,1,5
1168,4,1,2
1169,5,10,4
1170,9,6,2
1171,9,7,3
1172,7,2,4
1173,8,10,6
1174,1,7,8
1175,3,10,3
1176,4,5,5
1177,1,9,1
1178,4,10,10
1179,6,1,7
1180,8,3,7
1181,6,10,4
1182,6,3,8
1183,9,4,10
1184,7,2,3
1185,7,4,10
1186,4,6,2
1187,3,8,2
1188,7,1,8
1189,3,10,10
1190,8,10,3
1191,8,1,1
1192,5,7,3
1193,1,3,6
1194,7,5,9
1195,2,5,3
1196,5,3,5
1197,6,7,1
1198,10,6,9
1199,6,7,10
1200,9,1,4
1201,2,6,4
1202,1,7,7
1203,10,10,2
1204,1,2,6
1205,4,3,9
1206,9,9,5
1207,10,6,4
1208,3,9,2
1209,1,7,9
1210,2,6,6
1211,1,6,9
1212,8,9,8
1213,7,1,10
1214,10,8,8
1215,9,10,10
1216,1,7,8
1217,4,3,10
1218,3,6,3
1219,3,8,9
1220,4,6,1
1221,8,4,9
1222,6,1,10
1223,4,2,6
1224,6,2,6
1225,9,9,6
1226,5,8,6
1227,5,6,4
1228,3,7,7
1229,1,6,7
1230,1,5,7
1231,8,1,7
1232,1,3,7
1233,3,1,10
1234,1,1,10
1235,1,4,9
1236,3,7,5
1237,2,5,9
1238,7,2,3
1239,10,4,2
1240,2,6,3
1241,3,2,9
1242,2,9,4
1243,4,3,4
1244,6,3,10
1245,7,8,4
1246,4,5,7
1247,3,6,9
1248,2,6,6
1249,1,1,1
1250,2,9,8
1251,10,9,7
1252,9,10,1
1253,3,10,10
1254,2,6,6
1255,8,2,5
1256,2,5,2
1257,4,6,2
1258,9,10,9
1259,5,8,5
1260,4,8,10
1261,7,10,10
1262,3,4,9
1263,5,5,10
1264,6,4,7
1265,5,8,3
1266,6,3,1
1267,4,6,7
1268,7,5,6
1269,9,4,2
1270,2,8,2
1271,2,3,2
1272,10,8,8
1273,6,8,9
1274,1,6,5
1275,9,1,7
1276,1,7,6
1277,1,3,7
1278,5,10,3
1279,3,2,9
1280,1,2,7
1281,6,4,5
1282,9,9,10
1283,8,1,9
1284,1,8,7
1285,1,9,5
1286,9,7,2
1287,9,9,6
1288,7,3,10
1289,1,1,2
1290,9,9,4
1291,2,2,8
1292,5,10,2
1293,4,6,7
1294,9,6,8
1295,9,7,2
1296,5,3,4
1297,7,8,2
1298,3,3,3
1299,9,7,3
1300,9,10,3
1301,10,2,5
1302,6,4,1
1303,9,9,9
1304,10,9,2
1305,8,4,2
1306,9,1,2
1307,7,7,7
1308,4,3,6
1309,10,5,10
1310,1,8,2
1311,8,3,2
1312,3,10,6
1313,5,8,3
1314,8,5,10
1315,1,10,5
1316,3,5,10
1317,3,8,4
1318,2,1,8
1319,7,1,1
1320,1,5,4
1321,1,4,7
1322,5,7,7
1323,10,1,3
1324,10,8,6
1325,4,3,10
1326,1,1,1
1327,9,7,10
1328,3,10,5
1329,5,9,2
1330,10,5,10
1331,5,6,5
1332,2,10,4
1333,5,2,2
1334,10,5,8
1335,6,1,3
1336,2,2,8
1337,6,9,9
1338,9,8,3
1339,4,9,4
1340,7,8,5
1341,4,9,9
1342,6,10,8
1343,5,7,9
1344,8,2,1
1345,6,7,10
1346,3,1,2
1347,3,5,8
1348,4,6,4
1349,1,8,5
1350,8,6,7
1351,4,6,8
1352,1,4,5
1353,6,6,10
1354,10,3,7
1355,1,4,10
1356,8,1,8
1357,6,5,3
1358,5,6,9
1359,4,3,10
1360,9,10,8
1361,8,3,2
1362,4,4,3
1363,2,9,1
1364,6,8,3
1365,2,3,8
1366,6,7,9
1367,7,2,9
1368,4,2,9
1369,4,3,2
1370,2,10,4
1371,7,6,8
1372,4,7,9
1373,1,6,7
1374,9,7,7
1375,10,6,8
1376,6,4,10
1377,4,6,6
1378,1,5,3
1379,10,7,5
1380,1,4,9
1381,6,4,3
1382,10,2,1
1383,6,6,7
1384,7,10,3
1385,7,2,8
1386,9,4,2
1387,10,9,3
1388,9,10,10
1389,8,3,5
1390,2,4,4
1391,5,3,8
1392,9,6,3
1393,2,3,10
1394,1,3,5
1395,4,3,5
1396,9,6,3
1397,4,9,10
1398,9,8,8
1399,3,3,10
1400,8,3,9
1401,10,2,7
1402,9,8,6
1403,2,7,10
1404,9,2,3
1405,3,1,4
1406,2,4,2
1407,4,10,2
1408,5,3,3
1409,7,3,8
1410,3,2,8
1411,6,10,1
1412,1,4,8
1413,5,5,6
1414,5,5,5
1415,9,5,10
1416,2,1,7
1417,4,7,6
1418,5,10,9
1419,8,6,9
1420,8,8,5
1421,2,9,2
1422,7,10,4
1423,9,1,9
1424,3,2,5
1425,1,3,9
1426,7,7,10
1427,7,3,6
1428,6,5,5
1429,5,3,6
1430,10,9,1
1431,1,1,1
1432,4,2,3
1433,1,1,4
1434,1,5,6
1435,9,4,9
1436,2,3,5
1437,1,8,6
1438,5,7,8
1439,8,3,1
1440,2,4,5
1441,7,10,2
1442,9,7,9
1443,7,10,8
1444,9,4,8
1445,6,9,4
1446,3,6,10
1447,5,6,5
1448,6,9,8
1449,3,7,1
1450,9,4,8
1451,7,5,5
1452,5,10,5
1453,8,2,1
1454,1,9,6
1455,7,8,6
1456,8,4,4
1457,5,9,5
1458,5,7,3
1459,4,5,4
1460,5,2,3
1461,6,4,6
1462,9,3,7
1463,10,10,3
1464,5,5,6
1465,2,1,1
1466,10,7,1
1467,10,5,7
1468,10,8,4
1469,6,10,1
1470,10,9,6
1471,3,9,2
1472,2,8,1
1473,5,5,9
1474,5,10,3
1475,7,10,4
1476,10,8,5
1477,1,6,3
1478,9,5,3
1479,1,5,1
1480,6,10,1
1481,5,5,4
1482,1,1,2
1483,3,4,10
1484,6,5,4
1485,2,4,8
1486,6,3,6
1487,9,2,8
1488,6,4,3
1489,6,7,8
1490,8,8,1
1491,6,5,8
1492,3,7,2
1493,5,2,6
1494,7,9,8
1495,5,8,8
1496,5,3,3
1497,6,2,2
1498,1,3,10
1499,4,7,3
1500,4,9,10
1501,4,10,10
1502,4,5,8
1503,9,6,5
1504,7,1,6
1505,6,8,8
1506,10,9,10
1507,9,5,9
1508,10,6,3
1509,1,4,3
1510,7,5,6
1511,5,8,7
1512,10,4,8
1513,4,10,9
1514,5,3,8
1515,9,6,1
1516,6,7,9
1517,5,2,8
1518,9,2,10
1519,8,1,8
1520,7,9,1
1521,2,1,5
1522,8,9,6
1523,9,10,1
1524,2,1,1
1525,6,1,4
1526,3,10,9
1527,2,2,9
1528,3,7,10
1529,10,9,10
1530,5,8,6
1531,1,1,4
1532,2,10,10
1533,7,5,5
1534,5,5,6
1535,6,5,9
1536,5,9,8
1537,2,3,7
1538,6,2,8
1539,9,9,10
1540,10,7,2
1541,10,8,8
1542,5,6,3
1543,5,10,5
1544,5,4,5
1545,6,6,10
1546,4,9,7
1547,6,3,7
1548,3,2,6
1549,3,3,6
1550,5,4,2
1551,10,6,7
1552,10,10,1
1553,2,10,5
1554,3,9,8
1555,6,5,7
1556,2,10,10
1557,8,10,3
1558,8,8,3
1559,10,3,3
1560,10,9,4
1561,2,6,7
1562,5,7,7
1563,9,2,5
1564,2,1,2
1565,5,5,1
1566,2,10,9
1567,8,3,6
1568,1,3,6
1569,9,9,2
1570,9,2,5
1571,6,4,4
1572,3,10,6
1573,3,10,8
1574,6,5,5
1575,4,3,7
1576,6,10,5
1577,4,2,9
1578,8,9,3
1579,3,5,4
1580,8,7,10
1581,1,9,5
1582,7,6,4
1583,1,8,7
1584,10,9,7
1585,5,8,5
1586,4,8,5
1587,2,7,5
1588,9,8,8
1589,10,7,3
1590,4,2,4
1591,7,10,8
1592,7,6,8
1593,6,3,9
1594,6,2,9
1595,9,8,2
1596,9,1,3
1597,1,9,7
1598,6,9,10
1599,3,7,6
1600,10,9,1
1601,4,1,10
1602,5,6,4
1603,7,4,6
1604,7,2,1
1605,2,5,7
1606,2,4,7
1607,7,1,4
1608,1,2,10
1609,10,1,6
1610,3,1,5
1611,1,10,10
1612,5,6,7
1613,6,10,6
1614,6,9,3
1615,4,3,7
1616,1,5,2
1617,8,2,7
1618,2,2,10
1619,10,5,9
1620,9,4,8
1621,6,1,9
1622,4,9,7
1623,6,2,2
1624,2,9,3
1625,7,10,6
1626,4,1,9
1627,8,1,1
1628,7,9,4
1629,10,7,3
1630,5,5,10
1631,10,7,6
1632,6,4,1
1633,9,2,10
1634,7,4,2
1635,9,4,3
1636,3,9,9
1637,3,6,5
1638,8,1,1
1639,3,2,3
1640,9,9,6
1641,9,4,4
1642,3,2,4
1643,9,5,2
1644,9,1,3
1645,9,5,1
1646,9,8,6
1647,8,7,5
1648,9,3,9
1649,10,4,1
1650,5,5,2
1651,1,7,5
1652,8,10,4
1653,6,2,5
1654,2,10,4
1655,10,10,6
1656,8,2,10
1657,9,3,8
1658,2,5,7
1659,9,2,10
1660,5,7,5
1661,5,7,1
